date,hour,total
8/3 (2011),11 PM,56
8/4 (2011),12 AM,17
8/4 (2011),1 AM,17
8/4 (2011),2 AM,7
8/4 (2011),3 AM,3
8/4 (2011),4 AM,7
8/4 (2011),5 AM,20
8/4 (2011),6 AM,97
8/4 (2011),7 AM,282
8/4 (2011),8 AM,398
8/4 (2011),9 AM,187
8/4 (2011),10 AM,113
8/4 (2011),11 AM,149
8/4 (2011),12 PM,205
8/4 (2011),1 PM,205
8/4 (2011),2 PM,167
8/4 (2011),3 PM,165
8/4 (2011),4 PM,290
8/4 (2011),5 PM,555
8/4 (2011),6 PM,523
8/4 (2011),7 PM,366
8/4 (2011),8 PM,286
8/4 (2011),9 PM,211
8/4 (2011),10 PM,174
8/4 (2011),11 PM,132
8/5 (2011),12 AM,54
8/5 (2011),1 AM,19
8/5 (2011),2 AM,19
8/5 (2011),3 AM,6
8/5 (2011),4 AM,7
8/5 (2011),5 AM,16
8/5 (2011),6 AM,101
8/5 (2011),7 AM,270
8/5 (2011),8 AM,454
8/5 (2011),9 AM,226
8/5 (2011),10 AM,163
8/5 (2011),11 AM,147
8/5 (2011),12 PM,216
8/5 (2011),1 PM,204
8/5 (2011),2 PM,245
8/5 (2011),3 PM,210
8/5 (2011),4 PM,330
8/5 (2011),5 PM,550
8/5 (2011),6 PM,466
8/5 (2011),7 PM,372
8/5 (2011),8 PM,291
8/5 (2011),9 PM,173
8/5 (2011),10 PM,188
8/5 (2011),11 PM,139
8/6 (2011),12 AM,133
8/6 (2011),1 AM,67
8/6 (2011),2 AM,53
8/6 (2011),3 AM,42
8/6 (2011),4 AM,10
8/6 (2011),5 AM,6
8/6 (2011),6 AM,27
8/6 (2011),7 AM,63
8/6 (2011),8 AM,121
8/6 (2011),9 AM,215
8/6 (2011),10 AM,290
8/6 (2011),11 AM,349
8/6 (2011),12 PM,382
8/6 (2011),1 PM,441
8/6 (2011),2 PM,380
8/6 (2011),3 PM,362
8/6 (2011),4 PM,343
8/6 (2011),5 PM,149
8/6 (2011),6 PM,211
8/6 (2011),7 PM,171
8/6 (2011),8 PM,137
8/6 (2011),9 PM,114
8/6 (2011),10 PM,120
8/6 (2011),11 PM,108
8/7 (2011),12 AM,80
8/7 (2011),1 AM,73
8/7 (2011),2 AM,66
8/7 (2011),3 AM,32
8/7 (2011),4 AM,6
8/7 (2011),5 AM,5
8/7 (2011),6 AM,13
8/7 (2011),7 AM,39
8/7 (2011),8 AM,89
8/7 (2011),9 AM,184
8/7 (2011),10 AM,266
8/7 (2011),11 AM,269
8/7 (2011),12 PM,370
8/7 (2011),1 PM,324
8/7 (2011),2 PM,322
8/7 (2011),3 PM,326
8/7 (2011),4 PM,193
8/7 (2011),5 PM,194
8/7 (2011),6 PM,229
8/7 (2011),7 PM,228
8/7 (2011),8 PM,183
8/7 (2011),9 PM,136
8/7 (2011),10 PM,103
8/7 (2011),11 PM,55
8/8 (2011),12 AM,30
8/8 (2011),1 AM,12
8/8 (2011),2 AM,7
8/8 (2011),3 AM,1
8/8 (2011),4 AM,10
8/8 (2011),5 AM,15
8/8 (2011),6 AM,95
8/8 (2011),7 AM,267
8/8 (2011),8 AM,349
8/8 (2011),9 AM,183
8/8 (2011),10 AM,124
8/8 (2011),11 AM,179
8/8 (2011),12 PM,182
8/8 (2011),1 PM,151
8/8 (2011),2 PM,150
8/8 (2011),3 PM,126
8/8 (2011),4 PM,282
8/8 (2011),5 PM,527
8/8 (2011),6 PM,529
8/8 (2011),7 PM,416
8/8 (2011),8 PM,286
8/8 (2011),9 PM,186
8/8 (2011),10 PM,147
8/8 (2011),11 PM,72
8/9 (2011),12 AM,35
8/9 (2011),1 AM,14
8/9 (2011),2 AM,12
8/9 (2011),3 AM,3
8/9 (2011),4 AM,7
8/9 (2011),5 AM,30
8/9 (2011),6 AM,101
8/9 (2011),7 AM,343
8/9 (2011),8 AM,392
8/9 (2011),9 AM,175
8/9 (2011),10 AM,144
8/9 (2011),11 AM,149
8/9 (2011),12 PM,185
8/9 (2011),1 PM,175
8/9 (2011),2 PM,148
8/9 (2011),3 PM,164
8/9 (2011),4 PM,285
8/9 (2011),5 PM,532
8/9 (2011),6 PM,585
8/9 (2011),7 PM,371
8/9 (2011),8 PM,292
8/9 (2011),9 PM,230
8/9 (2011),10 PM,155
8/9 (2011),11 PM,75
8/10 (2011),12 AM,37
8/10 (2011),1 AM,17
8/10 (2011),2 AM,11
8/10 (2011),3 AM,4
8/10 (2011),4 AM,5
8/10 (2011),5 AM,32
8/10 (2011),6 AM,119
8/10 (2011),7 AM,305
8/10 (2011),8 AM,399
8/10 (2011),9 AM,180
8/10 (2011),10 AM,113
8/10 (2011),11 AM,149
8/10 (2011),12 PM,240
8/10 (2011),1 PM,191
8/10 (2011),2 PM,178
8/10 (2011),3 PM,194
8/10 (2011),4 PM,282
8/10 (2011),5 PM,584
8/10 (2011),6 PM,559
8/10 (2011),7 PM,413
8/10 (2011),8 PM,312
8/10 (2011),9 PM,209
8/10 (2011),10 PM,139
8/10 (2011),11 PM,108
8/11 (2011),12 AM,46
8/11 (2011),1 AM,26
8/11 (2011),2 AM,11
8/11 (2011),3 AM,9
8/11 (2011),4 AM,5
8/11 (2011),5 AM,25
8/11 (2011),6 AM,106
8/11 (2011),7 AM,307
8/11 (2011),8 AM,390
8/11 (2011),9 AM,197
8/11 (2011),10 AM,132
8/11 (2011),11 AM,187
8/11 (2011),12 PM,214
8/11 (2011),1 PM,217
8/11 (2011),2 PM,142
8/11 (2011),3 PM,178
8/11 (2011),4 PM,298
8/11 (2011),5 PM,582
8/11 (2011),6 PM,571
8/11 (2011),7 PM,371
8/11 (2011),8 PM,288
8/11 (2011),9 PM,206
8/11 (2011),10 PM,157
8/11 (2011),11 PM,127
8/12 (2011),12 AM,65
8/12 (2011),1 AM,23
8/12 (2011),2 AM,15
8/12 (2011),3 AM,9
8/12 (2011),4 AM,5
8/12 (2011),5 AM,26
8/12 (2011),6 AM,76
8/12 (2011),7 AM,264
8/12 (2011),8 AM,426
8/12 (2011),9 AM,205
8/12 (2011),10 AM,130
8/12 (2011),11 AM,156
8/12 (2011),12 PM,222
8/12 (2011),1 PM,253
8/12 (2011),2 PM,186
8/12 (2011),3 PM,249
8/12 (2011),4 PM,334
8/12 (2011),5 PM,516
8/12 (2011),6 PM,465
8/12 (2011),7 PM,385
8/12 (2011),8 PM,287
8/12 (2011),9 PM,226
8/12 (2011),10 PM,231
8/12 (2011),11 PM,151
8/13 (2011),12 AM,84
8/13 (2011),1 AM,77
8/13 (2011),2 AM,74
8/13 (2011),3 AM,27
8/13 (2011),4 AM,10
8/13 (2011),5 AM,18
8/13 (2011),6 AM,22
8/13 (2011),7 AM,44
8/13 (2011),8 AM,118
8/13 (2011),9 AM,208
8/13 (2011),10 AM,260
8/13 (2011),11 AM,314
8/13 (2011),12 PM,421
8/13 (2011),1 PM,153
8/13 (2011),2 PM,259
8/13 (2011),3 PM,358
8/13 (2011),4 PM,281
8/13 (2011),5 PM,269
8/13 (2011),6 PM,292
8/13 (2011),7 PM,237
8/13 (2011),8 PM,183
8/13 (2011),9 PM,167
8/13 (2011),10 PM,154
8/13 (2011),11 PM,120
8/14 (2011),12 AM,90
8/14 (2011),1 AM,73
8/14 (2011),2 AM,62
8/14 (2011),3 AM,27
8/14 (2011),4 AM,3
8/14 (2011),5 AM,10
8/14 (2011),6 AM,6
8/14 (2011),7 AM,24
8/14 (2011),8 AM,41
8/14 (2011),9 AM,103
8/14 (2011),10 AM,183
8/14 (2011),11 AM,198
8/14 (2011),12 PM,281
8/14 (2011),1 PM,377
8/14 (2011),2 PM,370
8/14 (2011),3 PM,331
8/14 (2011),4 PM,292
8/14 (2011),5 PM,329
8/14 (2011),6 PM,347
8/14 (2011),7 PM,259
8/14 (2011),8 PM,193
8/14 (2011),9 PM,155
8/14 (2011),10 PM,39
8/14 (2011),11 PM,27
8/15 (2011),12 AM,25
8/15 (2011),1 AM,10
8/15 (2011),2 AM,3
8/15 (2011),3 AM,7
8/15 (2011),4 AM,5
8/15 (2011),5 AM,17
8/15 (2011),6 AM,90
8/15 (2011),7 AM,258
8/15 (2011),8 AM,355
8/15 (2011),9 AM,222
8/15 (2011),10 AM,141
8/15 (2011),11 AM,153
8/15 (2011),12 PM,178
8/15 (2011),1 PM,193
8/15 (2011),2 PM,151
8/15 (2011),3 PM,182
8/15 (2011),4 PM,283
8/15 (2011),5 PM,530
8/15 (2011),6 PM,483
8/15 (2011),7 PM,397
8/15 (2011),8 PM,285
8/15 (2011),9 PM,184
8/15 (2011),10 PM,98
8/15 (2011),11 PM,88
8/16 (2011),12 AM,31
8/16 (2011),1 AM,16
8/16 (2011),2 AM,4
8/16 (2011),3 AM,6
8/16 (2011),4 AM,5
8/16 (2011),5 AM,30
8/16 (2011),6 AM,119
8/16 (2011),7 AM,346
8/16 (2011),8 AM,441
8/16 (2011),9 AM,198
8/16 (2011),10 AM,111
8/16 (2011),11 AM,150
8/16 (2011),12 PM,162
8/16 (2011),1 PM,192
8/16 (2011),2 PM,182
8/16 (2011),3 PM,159
8/16 (2011),4 PM,303
8/16 (2011),5 PM,600
8/16 (2011),6 PM,570
8/16 (2011),7 PM,376
8/16 (2011),8 PM,280
8/16 (2011),9 PM,215
8/16 (2011),10 PM,152
8/16 (2011),11 PM,77
8/17 (2011),12 AM,24
8/17 (2011),1 AM,14
8/17 (2011),2 AM,6
8/17 (2011),3 AM,5
8/17 (2011),4 AM,5
8/17 (2011),5 AM,28
8/17 (2011),6 AM,105
8/17 (2011),7 AM,308
8/17 (2011),8 AM,487
8/17 (2011),9 AM,209
8/17 (2011),10 AM,118
8/17 (2011),11 AM,128
8/17 (2011),12 PM,189
8/17 (2011),1 PM,176
8/17 (2011),2 PM,192
8/17 (2011),3 PM,159
8/17 (2011),4 PM,300
8/17 (2011),5 PM,552
8/17 (2011),6 PM,556
8/17 (2011),7 PM,347
8/17 (2011),8 PM,280
8/17 (2011),9 PM,230
8/17 (2011),10 PM,171
8/17 (2011),11 PM,105
8/18 (2011),12 AM,56
8/18 (2011),1 AM,24
8/18 (2011),2 AM,6
8/18 (2011),3 AM,6
8/18 (2011),4 AM,9
8/18 (2011),5 AM,27
8/18 (2011),6 AM,103
8/18 (2011),7 AM,308
8/18 (2011),8 AM,420
8/18 (2011),9 AM,228
8/18 (2011),10 AM,129
8/18 (2011),11 AM,141
8/18 (2011),12 PM,173
8/18 (2011),1 PM,187
8/18 (2011),2 PM,182
8/18 (2011),3 PM,174
8/18 (2011),4 PM,245
8/18 (2011),5 PM,409
8/18 (2011),6 PM,274
8/18 (2011),7 PM,141
8/18 (2011),8 PM,165
8/18 (2011),9 PM,149
8/18 (2011),10 PM,135
8/18 (2011),11 PM,114
8/19 (2011),12 AM,62
8/19 (2011),1 AM,20
8/19 (2011),2 AM,8
8/19 (2011),3 AM,3
8/19 (2011),4 AM,8
8/19 (2011),5 AM,17
8/19 (2011),6 AM,93
8/19 (2011),7 AM,263
8/19 (2011),8 AM,398
8/19 (2011),9 AM,218
8/19 (2011),10 AM,165
8/19 (2011),11 AM,165
8/19 (2011),12 PM,222
8/19 (2011),1 PM,232
8/19 (2011),2 PM,220
8/19 (2011),3 PM,222
8/19 (2011),4 PM,327
8/19 (2011),5 PM,527
8/19 (2011),6 PM,425
8/19 (2011),7 PM,165
8/19 (2011),8 PM,58
8/19 (2011),9 PM,107
8/19 (2011),10 PM,122
8/19 (2011),11 PM,106
8/20 (2011),12 AM,128
8/20 (2011),1 AM,47
8/20 (2011),2 AM,69
8/20 (2011),3 AM,51
8/20 (2011),4 AM,7
8/20 (2011),5 AM,8
8/20 (2011),6 AM,24
8/20 (2011),7 AM,44
8/20 (2011),8 AM,133
8/20 (2011),9 AM,190
8/20 (2011),10 AM,306
8/20 (2011),11 AM,338
8/20 (2011),12 PM,409
8/20 (2011),1 PM,378
8/20 (2011),2 PM,375
8/20 (2011),3 PM,390
8/20 (2011),4 PM,373
8/20 (2011),5 PM,383
8/20 (2011),6 PM,394
8/20 (2011),7 PM,291
8/20 (2011),8 PM,248
8/20 (2011),9 PM,225
8/20 (2011),10 PM,223
8/20 (2011),11 PM,157
8/21 (2011),12 AM,74
8/21 (2011),1 AM,86
8/21 (2011),2 AM,64
8/21 (2011),3 AM,51
8/21 (2011),4 AM,6
8/21 (2011),5 AM,8
8/21 (2011),6 AM,14
8/21 (2011),7 AM,31
8/21 (2011),8 AM,92
8/21 (2011),9 AM,231
8/21 (2011),10 AM,274
8/21 (2011),11 AM,313
8/21 (2011),12 PM,374
8/21 (2011),1 PM,310
8/21 (2011),2 PM,235
8/21 (2011),3 PM,68
8/21 (2011),4 PM,258
8/21 (2011),5 PM,270
8/21 (2011),6 PM,311
8/21 (2011),7 PM,282
8/21 (2011),8 PM,181
8/21 (2011),9 PM,138
8/21 (2011),10 PM,134
8/21 (2011),11 PM,68
8/22 (2011),12 AM,40
8/22 (2011),1 AM,21
8/22 (2011),2 AM,8
8/22 (2011),3 AM,5
8/22 (2011),4 AM,12
8/22 (2011),5 AM,24
8/22 (2011),6 AM,112
8/22 (2011),7 AM,281
8/22 (2011),8 AM,351
8/22 (2011),9 AM,187
8/22 (2011),10 AM,121
8/22 (2011),11 AM,131
8/22 (2011),12 PM,207
8/22 (2011),1 PM,205
8/22 (2011),2 PM,225
8/22 (2011),3 PM,199
8/22 (2011),4 PM,320
8/22 (2011),5 PM,591
8/22 (2011),6 PM,609
8/22 (2011),7 PM,416
8/22 (2011),8 PM,268
8/22 (2011),9 PM,208
8/22 (2011),10 PM,153
8/22 (2011),11 PM,64
8/23 (2011),12 AM,35
8/23 (2011),1 AM,19
8/23 (2011),2 AM,6
8/23 (2011),3 AM,6
8/23 (2011),4 AM,5
8/23 (2011),5 AM,36
8/23 (2011),6 AM,114
8/23 (2011),7 AM,344
8/23 (2011),8 AM,504
8/23 (2011),9 AM,225
8/23 (2011),10 AM,148
8/23 (2011),11 AM,186
8/23 (2011),12 PM,237
8/23 (2011),1 PM,234
8/23 (2011),2 PM,651
8/23 (2011),3 PM,601
8/23 (2011),4 PM,444
8/23 (2011),5 PM,472
8/23 (2011),6 PM,519
8/23 (2011),7 PM,367
8/23 (2011),8 PM,260
8/23 (2011),9 PM,211
8/23 (2011),10 PM,191
8/23 (2011),11 PM,80
8/24 (2011),12 AM,38
8/24 (2011),1 AM,24
8/24 (2011),2 AM,6
8/24 (2011),3 AM,1
8/24 (2011),4 AM,7
8/24 (2011),5 AM,27
8/24 (2011),6 AM,108
8/24 (2011),7 AM,308
8/24 (2011),8 AM,468
8/24 (2011),9 AM,213
8/24 (2011),10 AM,146
8/24 (2011),11 AM,185
8/24 (2011),12 PM,235
8/24 (2011),1 PM,236
8/24 (2011),2 PM,204
8/24 (2011),3 PM,204
8/24 (2011),4 PM,271
8/24 (2011),5 PM,567
8/24 (2011),6 PM,621
8/24 (2011),7 PM,440
8/24 (2011),8 PM,334
8/24 (2011),9 PM,236
8/24 (2011),10 PM,181
8/24 (2011),11 PM,70
8/25 (2011),12 AM,52
8/25 (2011),1 AM,15
8/25 (2011),2 AM,5
8/25 (2011),3 AM,4
8/25 (2011),4 AM,7
8/25 (2011),5 AM,26
8/25 (2011),6 AM,102
8/25 (2011),7 AM,313
8/25 (2011),8 AM,484
8/25 (2011),9 AM,162
8/25 (2011),10 AM,142
8/25 (2011),11 AM,151
8/25 (2011),12 PM,41
8/25 (2011),1 PM,37
8/25 (2011),2 PM,113
8/25 (2011),3 PM,132
8/25 (2011),4 PM,121
8/25 (2011),5 PM,312
8/25 (2011),6 PM,408
8/25 (2011),7 PM,272
8/25 (2011),8 PM,225
8/25 (2011),9 PM,187
8/25 (2011),10 PM,147
8/25 (2011),11 PM,84
8/26 (2011),12 AM,51
8/26 (2011),1 AM,23
8/26 (2011),2 AM,20
8/26 (2011),3 AM,11
8/26 (2011),4 AM,8
8/26 (2011),5 AM,26
8/26 (2011),6 AM,105
8/26 (2011),7 AM,266
8/26 (2011),8 AM,404
8/26 (2011),9 AM,230
8/26 (2011),10 AM,123
8/26 (2011),11 AM,214
8/26 (2011),12 PM,243
8/26 (2011),1 PM,237
8/26 (2011),2 PM,219
8/26 (2011),3 PM,249
8/26 (2011),4 PM,343
8/26 (2011),5 PM,489
8/26 (2011),6 PM,410
8/26 (2011),7 PM,290
8/26 (2011),8 PM,222
8/26 (2011),9 PM,190
8/26 (2011),10 PM,152
8/26 (2011),11 PM,136
8/27 (2011),12 AM,145
8/27 (2011),1 AM,64
8/27 (2011),2 AM,77
8/27 (2011),3 AM,30
8/27 (2011),4 AM,4
8/27 (2011),5 AM,12
8/27 (2011),6 AM,18
8/27 (2011),7 AM,28
8/27 (2011),8 AM,76
8/27 (2011),9 AM,156
8/27 (2011),10 AM,205
8/27 (2011),11 AM,88
8/27 (2011),12 PM,76
8/27 (2011),1 PM,43
8/27 (2011),2 PM,23
8/27 (2011),3 PM,30
8/27 (2011),4 PM,24
8/27 (2011),5 PM,16
8/28 (2011),7 AM,1
8/28 (2011),8 AM,8
8/28 (2011),9 AM,53
8/28 (2011),10 AM,142
8/28 (2011),11 AM,237
8/28 (2011),12 PM,306
8/28 (2011),1 PM,431
8/28 (2011),2 PM,447
8/28 (2011),3 PM,469
8/28 (2011),4 PM,491
8/28 (2011),5 PM,398
8/28 (2011),6 PM,402
8/28 (2011),7 PM,387
8/28 (2011),8 PM,214
8/28 (2011),9 PM,186
8/28 (2011),10 PM,98
8/28 (2011),11 PM,64
8/29 (2011),12 AM,34
8/29 (2011),1 AM,20
8/29 (2011),2 AM,13
8/29 (2011),3 AM,6
8/29 (2011),4 AM,3
8/29 (2011),5 AM,17
8/29 (2011),6 AM,102
8/29 (2011),7 AM,284
8/29 (2011),8 AM,404
8/29 (2011),9 AM,188
8/29 (2011),10 AM,115
8/29 (2011),11 AM,138
8/29 (2011),12 PM,207
8/29 (2011),1 PM,218
8/29 (2011),2 PM,182
8/29 (2011),3 PM,220
8/29 (2011),4 PM,282
8/29 (2011),5 PM,591
8/29 (2011),6 PM,547
8/29 (2011),7 PM,367
8/29 (2011),8 PM,277
8/29 (2011),9 PM,202
8/29 (2011),10 PM,142
8/29 (2011),11 PM,75
8/30 (2011),12 AM,27
8/30 (2011),1 AM,13
8/30 (2011),2 AM,10
8/30 (2011),3 AM,4
8/30 (2011),4 AM,6
8/30 (2011),5 AM,28
8/30 (2011),6 AM,119
8/30 (2011),7 AM,357
8/30 (2011),8 AM,493
8/30 (2011),9 AM,218
8/30 (2011),10 AM,137
8/30 (2011),11 AM,175
8/30 (2011),12 PM,237
8/30 (2011),1 PM,229
8/30 (2011),2 PM,209
8/30 (2011),3 PM,196
8/30 (2011),4 PM,337
8/30 (2011),5 PM,611
8/30 (2011),6 PM,576
8/30 (2011),7 PM,465
8/30 (2011),8 PM,298
8/30 (2011),9 PM,223
8/30 (2011),10 PM,143
8/30 (2011),11 PM,93
8/31 (2011),12 AM,32
8/31 (2011),1 AM,15
8/31 (2011),2 AM,6
8/31 (2011),3 AM,6
8/31 (2011),4 AM,5
8/31 (2011),5 AM,27
8/31 (2011),6 AM,111
8/31 (2011),7 AM,328
8/31 (2011),8 AM,467
8/31 (2011),9 AM,244
8/31 (2011),10 AM,138
8/31 (2011),11 AM,171
8/31 (2011),12 PM,260
8/31 (2011),1 PM,221
8/31 (2011),2 PM,196
8/31 (2011),3 PM,172
8/31 (2011),4 PM,309
8/31 (2011),5 PM,608
8/31 (2011),6 PM,565
8/31 (2011),7 PM,446
8/31 (2011),8 PM,289
8/31 (2011),9 PM,201
8/31 (2011),10 PM,157
8/31 (2011),11 PM,84
9/1 (2011),12 AM,51
9/1 (2011),1 AM,21
9/1 (2011),2 AM,25
9/1 (2011),3 AM,14
9/1 (2011),4 AM,7
9/1 (2011),5 AM,23
9/1 (2011),6 AM,105
9/1 (2011),7 AM,342
9/1 (2011),8 AM,498
9/1 (2011),9 AM,207
9/1 (2011),10 AM,138
9/1 (2011),11 AM,192
9/1 (2011),12 PM,229
9/1 (2011),1 PM,219
9/1 (2011),2 PM,198
9/1 (2011),3 PM,174
9/1 (2011),4 PM,308
9/1 (2011),5 PM,628
9/1 (2011),6 PM,531
9/1 (2011),7 PM,443
9/1 (2011),8 PM,280
9/1 (2011),9 PM,177
9/1 (2011),10 PM,179
9/1 (2011),11 PM,126
9/2 (2011),12 AM,64
9/2 (2011),1 AM,32
9/2 (2011),2 AM,20
9/2 (2011),3 AM,8
9/2 (2011),4 AM,4
9/2 (2011),5 AM,20
9/2 (2011),6 AM,76
9/2 (2011),7 AM,259
9/2 (2011),8 AM,456
9/2 (2011),9 AM,220
9/2 (2011),10 AM,140
9/2 (2011),11 AM,192
9/2 (2011),12 PM,260
9/2 (2011),1 PM,279
9/2 (2011),2 PM,283
9/2 (2011),3 PM,346
9/2 (2011),4 PM,381
9/2 (2011),5 PM,455
9/2 (2011),6 PM,355
9/2 (2011),7 PM,287
9/2 (2011),8 PM,196
9/2 (2011),9 PM,149
9/2 (2011),10 PM,147
9/2 (2011),11 PM,98
9/3 (2011),12 AM,87
9/3 (2011),1 AM,74
9/3 (2011),2 AM,41
9/3 (2011),3 AM,35
9/3 (2011),4 AM,7
9/3 (2011),5 AM,12
9/3 (2011),6 AM,23
9/3 (2011),7 AM,38
9/3 (2011),8 AM,89
9/3 (2011),9 AM,201
9/3 (2011),10 AM,258
9/3 (2011),11 AM,194
9/3 (2011),12 PM,257
9/3 (2011),1 PM,353
9/3 (2011),2 PM,380
9/3 (2011),3 PM,388
9/3 (2011),4 PM,374
9/3 (2011),5 PM,371
9/3 (2011),6 PM,339
9/3 (2011),7 PM,295
9/3 (2011),8 PM,219
9/3 (2011),9 PM,164
9/3 (2011),10 PM,162
9/3 (2011),11 PM,123
9/4 (2011),12 AM,109
9/4 (2011),1 AM,75
9/4 (2011),2 AM,60
9/4 (2011),3 AM,43
9/4 (2011),4 AM,4
9/4 (2011),5 AM,6
9/4 (2011),6 AM,3
9/4 (2011),7 AM,30
9/4 (2011),8 AM,70
9/4 (2011),9 AM,189
9/4 (2011),10 AM,297
9/4 (2011),11 AM,337
9/4 (2011),12 PM,435
9/4 (2011),1 PM,419
9/4 (2011),2 PM,361
9/4 (2011),3 PM,410
9/4 (2011),4 PM,337
9/4 (2011),5 PM,376
9/4 (2011),6 PM,356
9/4 (2011),7 PM,328
9/4 (2011),8 PM,229
9/4 (2011),9 PM,207
9/4 (2011),10 PM,155
9/4 (2011),11 PM,104
9/5 (2011),12 AM,97
9/5 (2011),1 AM,54
9/5 (2011),2 AM,39
9/5 (2011),3 AM,16
9/5 (2011),4 AM,8
9/5 (2011),5 AM,6
9/5 (2011),6 AM,11
9/5 (2011),7 AM,41
9/5 (2011),8 AM,101
9/5 (2011),9 AM,152
9/5 (2011),10 AM,244
9/5 (2011),11 AM,308
9/5 (2011),12 PM,353
9/5 (2011),1 PM,389
9/5 (2011),2 PM,357
9/5 (2011),3 PM,253
9/5 (2011),4 PM,284
9/5 (2011),5 PM,114
9/5 (2011),6 PM,123
9/5 (2011),7 PM,175
9/5 (2011),8 PM,82
9/5 (2011),9 PM,60
9/5 (2011),10 PM,64
9/5 (2011),11 PM,20
9/6 (2011),12 AM,8
9/6 (2011),2 AM,2
9/6 (2011),3 AM,1
9/6 (2011),4 AM,4
9/6 (2011),5 AM,21
9/6 (2011),6 AM,72
9/6 (2011),7 AM,172
9/6 (2011),8 AM,364
9/6 (2011),9 AM,185
9/6 (2011),10 AM,106
9/6 (2011),11 AM,89
9/6 (2011),12 PM,67
9/6 (2011),1 PM,29
9/6 (2011),2 PM,24
9/6 (2011),3 PM,89
9/6 (2011),4 PM,106
9/6 (2011),5 PM,291
9/6 (2011),6 PM,373
9/6 (2011),7 PM,281
9/6 (2011),8 PM,163
9/6 (2011),9 PM,121
9/6 (2011),10 PM,84
9/6 (2011),11 PM,58
9/7 (2011),12 AM,13
9/7 (2011),1 AM,5
9/7 (2011),2 AM,6
9/7 (2011),3 AM,2
9/7 (2011),4 AM,4
9/7 (2011),5 AM,16
9/7 (2011),6 AM,75
9/7 (2011),7 AM,86
9/7 (2011),8 AM,328
9/7 (2011),9 AM,190
9/7 (2011),10 AM,66
9/7 (2011),11 AM,10
9/7 (2011),12 PM,22
9/7 (2011),1 PM,11
9/7 (2011),2 PM,25
9/7 (2011),3 PM,58
9/7 (2011),4 PM,144
9/7 (2011),5 PM,285
9/7 (2011),6 PM,237
9/7 (2011),7 PM,226
9/7 (2011),8 PM,96
9/7 (2011),9 PM,38
9/7 (2011),10 PM,29
9/7 (2011),11 PM,24
9/8 (2011),12 AM,14
9/8 (2011),1 AM,4
9/8 (2011),3 AM,2
9/8 (2011),4 AM,3
9/8 (2011),5 AM,14
9/8 (2011),6 AM,56
9/8 (2011),7 AM,179
9/8 (2011),8 AM,195
9/8 (2011),9 AM,69
9/8 (2011),10 AM,65
9/8 (2011),11 AM,98
9/8 (2011),12 PM,102
9/8 (2011),1 PM,126
9/8 (2011),2 PM,120
9/8 (2011),3 PM,139
9/8 (2011),4 PM,156
9/8 (2011),5 PM,113
9/8 (2011),6 PM,68
9/8 (2011),7 PM,52
9/8 (2011),8 PM,89
9/8 (2011),9 PM,82
9/8 (2011),10 PM,70
9/8 (2011),11 PM,26
9/9 (2011),12 AM,16
9/9 (2011),1 AM,8
9/9 (2011),2 AM,8
9/9 (2011),3 AM,2
9/9 (2011),4 AM,3
9/9 (2011),5 AM,14
9/9 (2011),6 AM,57
9/9 (2011),7 AM,108
9/9 (2011),8 AM,288
9/9 (2011),9 AM,136
9/9 (2011),10 AM,29
9/9 (2011),11 AM,72
9/9 (2011),12 PM,75
9/9 (2011),1 PM,122
9/9 (2011),2 PM,148
9/9 (2011),3 PM,188
9/9 (2011),4 PM,285
9/9 (2011),5 PM,505
9/9 (2011),6 PM,410
9/9 (2011),7 PM,349
9/9 (2011),8 PM,210
9/9 (2011),9 PM,203
9/9 (2011),10 PM,160
9/9 (2011),11 PM,148
9/10 (2011),12 AM,116
9/10 (2011),1 AM,83
9/10 (2011),2 AM,64
9/10 (2011),3 AM,37
9/10 (2011),4 AM,7
9/10 (2011),5 AM,8
9/10 (2011),6 AM,6
9/10 (2011),7 AM,52
9/10 (2011),8 AM,119
9/10 (2011),9 AM,207
9/10 (2011),10 AM,318
9/10 (2011),11 AM,360
9/10 (2011),12 PM,404
9/10 (2011),1 PM,370
9/10 (2011),2 PM,359
9/10 (2011),3 PM,480
9/10 (2011),4 PM,431
9/10 (2011),5 PM,460
9/10 (2011),6 PM,360
9/10 (2011),7 PM,315
9/10 (2011),8 PM,245
9/10 (2011),9 PM,230
9/10 (2011),10 PM,175
9/10 (2011),11 PM,139
9/11 (2011),12 AM,108
9/11 (2011),1 AM,88
9/11 (2011),2 AM,76
9/11 (2011),3 AM,45
9/11 (2011),4 AM,9
9/11 (2011),5 AM,39
9/11 (2011),6 AM,20
9/11 (2011),7 AM,37
9/11 (2011),8 AM,94
9/11 (2011),9 AM,227
9/11 (2011),10 AM,334
9/11 (2011),11 AM,402
9/11 (2011),12 PM,411
9/11 (2011),1 PM,350
9/11 (2011),2 PM,342
9/11 (2011),3 PM,404
9/11 (2011),4 PM,483
9/11 (2011),5 PM,380
9/11 (2011),6 PM,339
9/11 (2011),7 PM,333
9/11 (2011),8 PM,226
9/11 (2011),9 PM,159
9/11 (2011),10 PM,95
9/11 (2011),11 PM,45
9/12 (2011),12 AM,16
9/12 (2011),1 AM,12
9/12 (2011),2 AM,2
9/12 (2011),4 AM,4
9/12 (2011),5 AM,24
9/12 (2011),6 AM,109
9/12 (2011),7 AM,312
9/12 (2011),8 AM,408
9/12 (2011),9 AM,176
9/12 (2011),10 AM,129
